customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
2189-UXTKY,0,0,1,0,22,1,1,1,1,0,0,1,1,1,0,1,0,79.2,1742.75,1
0744-BIKKF,1,0,0,0,72,1,1,1,1,1,1,1,1,1,2,0,1,86.65,6224.8,0
5248-KWLAR,1,0,1,1,71,1,1,1,1,1,1,1,1,1,2,0,0,90.35,6325.25,0
4958-GZWIY,1,0,1,1,7,1,0,1,0,0,1,0,0,0,0,0,0,48.7,340.25,1
7833-PKIHD,1,0,1,1,51,1,0,1,1,0,0,1,1,1,1,1,1,76.4,3966.3,0
8624-GIOUT,0,0,0,0,49,1,1,1,1,1,0,0,0,0,0,1,1,59.75,2934.3,1
7228-PAQPD,0,0,0,0,14,1,0,1,0,0,0,1,0,1,1,0,1,59.1,772.85,0
7746-QYVCO,1,0,1,1,16,1,0,1,1,1,0,0,0,0,1,1,0,55.85,857.8,0
9919-FZDED,1,1,1,0,72,1,1,1,1,1,1,0,1,1,2,1,1,84.1,5981.65,0
6784-XYJAE,0,0,0,0,36,1,1,1,0,0,1,0,0,0,1,0,0,55.8,1941.5,0
2251-PYLPB,1,0,1,0,72,1,1,1,1,1,1,1,0,1,2,0,1,79.55,5810.9,0
4547-FZJWE,1,0,1,1,55,1,0,1,1,0,0,0,0,1,1,0,1,59.45,3157,0
0842-IWYCP,0,0,0,0,46,1,0,1,0,0,0,0,0,0,0,0,1,44.95,2168.9,0
8383-SGHJU,0,0,0,0,33,1,1,1,1,0,0,1,0,0,1,0,0,59.4,1952.8,0
7707-PYBBH,1,0,0,0,40,1,0,1,1,1,0,1,0,0,0,1,0,61.9,2647.1,0
4349-GFQHK,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,54.35,54.35,1
4123-FCVCB,0,0,0,0,12,1,1,1,0,0,0,1,1,1,1,1,0,75.85,854.45,0
8311-UEUAB,0,0,1,1,67,1,1,1,1,0,0,0,1,1,2,1,0,75.5,5229.45,0
5858-EAFCZ,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,44.45,44.45,0
1163-ONYEY,1,0,1,1,41,1,1,1,1,1,1,0,1,0,0,1,1,74.55,3023.55,0
6288-CHQJB,0,0,1,1,54,1,0,1,1,0,1,1,0,1,2,0,1,69.95,3871.85,0
8160-HOWOX,0,0,0,0,7,1,0,1,0,0,0,0,1,1,0,1,0,66.85,458.1,0
4223-BKEOR,0,0,0,1,21,1,0,1,1,0,1,0,0,1,1,0,0,64.85,1336.8,0
4079-VTGLK,1,1,1,0,30,1,1,1,0,0,1,0,1,1,2,0,0,74.85,2181.75,0
1763-WQFUK,1,0,0,0,3,1,0,1,0,0,0,1,0,0,0,1,0,50.5,147.75,0
0248-IPDFW,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,50.1,50.1,0
9297-FVVDH,0,0,1,1,57,1,1,1,1,0,1,1,1,1,2,1,0,84.5,4845.4,0
7101-HRBLJ,0,0,1,1,72,1,0,1,1,1,1,1,1,1,2,1,1,83.7,6096.9,0
6418-PIQSP,0,0,1,0,62,1,0,1,1,0,1,1,1,1,2,0,0,81.0,4985.9,0
8220-OCUFY,0,0,0,0,21,1,0,1,1,0,1,1,0,0,1,1,0,60.25,1258.35,0
3995-WFCSM,0,0,0,0,2,1,0,1,0,0,1,0,0,1,0,0,0,60.85,111.4,0
1895-QTKDO,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,43.95,43.95,0
1136-XGEQU,0,0,1,1,50,1,1,1,0,1,1,1,1,1,1,1,1,84.15,4164.4,0
6844-DZKRF,1,0,0,0,2,1,0,1,0,0,0,1,0,0,0,1,1,50.2,109.25,0
7619-ODSGN,1,0,1,1,24,1,1,1,1,0,0,0,0,0,0,0,0,54.75,1338.15,1
5003-XZWWO,1,0,1,0,71,1,1,1,0,1,1,1,1,1,2,0,1,84.2,5956.85,0
7622-FWGEW,1,1,1,0,56,1,0,1,1,1,1,1,1,1,2,1,1,85.65,4824.45,0
8548-AWOFC,1,0,1,0,66,1,1,1,0,0,0,1,0,1,0,0,0,63.85,4264.6,0
9798-DRYDS,0,0,1,1,17,1,1,1,0,0,1,1,0,0,1,1,0,61.95,1070.7,0
6296-DDOOR,0,0,0,0,19,1,0,1,0,1,0,0,1,0,1,0,0,58.2,1045.25,0
7951-VRDVK,0,0,0,0,36,1,0,1,1,1,1,1,1,1,1,0,1,85.85,3003.55,0
0839-JTCUD,0,0,1,1,66,1,1,1,1,1,1,1,1,1,2,0,1,89.9,5958.85,0
5494-WOZRZ,0,0,1,1,71,1,0,1,1,0,1,1,1,1,2,1,1,82.0,5999.85,0
2234-EOFPT,1,0,1,0,72,1,0,1,1,1,0,1,1,1,2,1,1,79.35,5753.25,0
8619-IJNDK,0,0,1,1,71,1,0,1,1,1,1,1,0,0,2,0,1,64.05,4492.9,0
8097-VBQTZ,1,0,0,0,54,1,0,1,1,1,0,1,1,0,0,1,0,69.9,3883.3,0
4500-HKANN,1,0,1,1,23,1,1,1,0,1,0,1,0,0,2,0,0,59.7,1414.2,0
9917-KWRBE,0,0,1,1,41,1,1,1,1,1,1,0,1,0,1,1,1,78.35,3211.2,0
3398-GCPMU,0,1,1,1,72,1,1,1,1,1,1,1,1,1,2,1,1,89.55,6448.85,0
0866-QLSIR,0,0,0,0,34,1,1,1,1,1,0,1,0,0,1,1,0,64.4,2088.75,1
9554-DFKIC,1,0,1,1,30,1,1,1,1,0,0,0,0,0,0,1,1,54.45,1588.7,0
5527-ACHSO,0,0,0,0,11,1,0,1,0,0,0,1,1,1,0,0,0,70.5,829.3,0
1399-UBQIU,1,0,0,0,11,1,0,1,0,0,1,0,1,1,0,1,0,69.35,712.25,0
0336-PIKEI,1,1,1,0,72,1,0,1,1,1,1,1,1,0,2,0,1,74.4,5360.75,0
9537-VHDTA,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,51.2,51.2,0
4957-TIALW,0,0,0,1,15,1,0,1,1,1,1,1,0,0,1,0,1,65.6,1010,0
2054-PJOCK,0,0,0,0,60,1,1,1,0,0,1,1,1,1,1,0,1,80.55,4847.05,0
9150-HEPMB,1,0,0,0,56,1,0,1,1,0,1,0,0,0,1,0,0,52.7,3019.7,0
3126-WQMGH,0,0,1,0,49,1,1,1,0,0,0,0,0,0,0,1,1,52.15,2583.75,0
8064-RAVOH,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,49.85,49.85,0
0015-UOCOJ,0,1,0,0,7,1,0,1,1,0,0,0,0,0,0,1,0,48.2,340.35,0
9578-VRMNM,0,0,0,0,16,1,1,1,0,0,1,0,0,1,0,1,1,65.2,1043.35,1
8963-JLGJT,1,0,0,1,3,1,0,1,1,0,1,0,0,0,0,0,0,55.9,157.55,0
1465-LNTLJ,1,1,1,0,8,1,0,1,0,0,1,1,0,1,0,1,1,64.4,581.7,0
7401-JIXNM,0,0,1,1,54,1,1,1,1,1,1,1,1,1,2,0,1,91.3,4965,0
9339-FIIJL,1,0,1,0,72,1,1,1,0,1,1,1,1,1,2,0,1,85.95,6151.9,0
4706-DGAHW,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,45.2,45.2,0
6177-PEVRA,0,0,0,0,48,1,0,1,1,1,0,0,0,0,2,0,1,55.5,2627.35,0
7579-KKLOE,1,0,1,1,71,1,1,1,1,1,1,1,1,1,2,1,0,91.25,6589.6,0
7377-DMMRI,1,0,0,0,2,1,0,1,1,0,0,0,0,0,0,1,0,47.8,92.45,1
0002-ORFBO,0,0,1,1,9,1,0,1,0,1,0,1,1,0,1,1,0,65.6,593.3,0
8197-BFWVU,0,0,1,1,72,1,1,1,1,1,1,1,1,1,2,1,1,93.25,6688.95,0
2577-GVSIL,1,0,1,1,35,1,1,1,0,0,0,1,1,1,1,1,1,73.45,2661.1,0
1187-WILMM,1,0,1,1,63,1,1,1,1,1,1,1,1,1,2,1,1,89.4,5597.65,0
1104-FEJAM,1,0,1,1,28,1,1,1,0,1,0,0,0,1,0,0,0,64.4,1802.15,0
5499-ECUTN,0,0,1,0,47,1,0,1,1,0,1,0,1,0,1,1,1,66.05,3021.45,0
4981-FLTMF,0,0,1,1,57,1,1,1,1,1,0,1,0,0,0,0,1,65.2,3687.85,0
3113-IWHLC,1,0,0,0,5,1,0,1,1,0,1,0,0,0,0,1,0,55.8,274.35,0
2637-FKFSY,0,0,1,0,3,1,0,1,0,0,0,0,0,0,0,1,0,46.1,130.15,0
9755-JHNMN,0,0,0,0,49,1,0,1,1,1,1,1,0,0,2,0,1,67.4,3306.85,0
5067-WJEUN,1,0,1,1,67,1,0,1,1,1,0,0,0,0,2,1,1,54.2,3838.2,0
3450-WXOAT,1,0,0,0,46,1,0,1,0,0,0,0,0,0,0,1,1,45.2,2065.15,0
9251-WNSOD,0,0,1,0,67,1,1,1,1,1,1,0,0,1,1,0,0,75.1,5064.45,0
2616-UUTFK,1,0,1,0,33,1,1,1,1,1,1,0,1,0,0,1,1,72.75,2447.45,0
5103-MHMHY,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,45.95,45.95,1
4373-VVHQL,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,44.75,44.75,0
0730-BGQGF,1,0,1,1,71,1,1,1,1,1,1,1,1,1,2,0,1,90.3,6287.3,0
5498-IBWPI,0,0,1,1,66,1,0,1,0,0,0,1,0,0,1,1,1,49.4,3251.85,0
9314-QDMDW,1,0,0,0,11,1,0,1,0,1,0,0,1,0,1,1,0,61.25,729.95,0
9308-ANMVE,1,0,0,1,47,1,0,1,1,1,0,0,0,0,0,1,0,55.3,2654.05,0
1247-QBVSH,0,0,1,1,43,1,0,1,0,1,0,0,0,0,0,0,0,50.2,2169.4,0
9822-OAOVB,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,55.45,55.45,0
6161-ERDGD,1,0,1,1,71,1,1,1,1,0,1,1,1,1,1,0,0,85.45,6300.85,0
7318-EIVKO,1,0,0,0,8,1,1,1,0,0,0,0,1,0,0,1,0,59.25,436.6,0
1089-HDMKP,1,1,0,1,11,1,0,1,0,1,0,1,0,0,0,1,0,54.55,601.25,0
0310-SUCIN,0,0,1,0,71,1,0,1,1,1,1,1,1,1,1,1,1,84.8,6046.1,0
6901-GOGZG,1,0,0,1,60,1,1,1,1,0,1,1,1,1,2,1,0,84.95,4984.85,0
2450-ZKEED,0,0,0,0,11,1,0,1,0,0,1,1,0,0,1,0,1,53.8,651.55,0
1821-BUCWY,1,0,0,0,30,1,0,1,1,0,1,0,0,0,2,1,0,55.65,1653.85,0
9481-SFCQY,0,0,0,1,14,1,0,1,0,0,1,0,1,0,0,1,1,59.8,824.85,0
0567-GGCAC,0,0,0,0,7,1,0,1,1,1,1,0,0,0,0,0,0,61.4,438.9,0
1357-MVDOZ,1,0,1,1,11,1,0,1,0,0,1,0,1,0,0,1,1,59.65,683.25,0
2585-KTFRE,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,70.45,70.45,0
3200-MNQTF,1,0,1,0,67,1,1,1,1,1,1,1,0,0,2,0,1,70.9,4677.1,0
9135-MGVPY,1,0,1,0,69,1,0,1,1,1,1,1,1,1,2,1,0,84.7,5878.9,0
7878-JGDKK,1,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,44.55,220.75,0
1088-AUUZZ,1,0,1,1,56,1,1,1,1,1,0,1,0,1,2,1,1,75.85,4261.2,0
9588-OZDMQ,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,1,0,45.0,89.75,0
6620-HVDUJ,1,0,0,0,24,1,0,1,1,1,0,1,0,0,0,0,1,60.45,1440.75,0
4701-MLJPN,1,0,0,0,31,1,0,1,0,0,1,1,0,0,0,1,0,55.25,1715.65,1
1032-MAELW,0,0,1,1,68,1,1,1,1,1,1,1,0,1,1,1,0,78.45,5333.35,0
1134-YWTYF,1,0,1,0,27,1,0,1,0,1,0,1,0,0,0,1,0,53.8,1389.85,0
6061-GWWAV,1,0,0,1,41,1,0,1,1,1,1,0,1,0,1,0,0,70.2,2894.55,0
0679-TDGAK,1,0,1,1,50,1,0,1,1,0,0,1,1,1,1,0,0,75.5,4025.6,0
5829-NVSQN,0,0,1,0,23,1,0,1,1,0,1,1,0,1,1,1,1,68.75,1689.45,0
5788-YPOEG,0,0,1,1,34,1,0,1,1,1,1,1,1,1,2,0,0,84.75,2839.45,0
0661-KBKPA,1,0,1,1,53,1,1,1,0,0,1,1,1,1,1,1,0,78.75,3942.45,0
0022-TCJCI,1,1,0,0,45,1,0,1,1,0,1,0,0,1,1,0,1,62.7,2791.5,1
2000-DHJUY,0,1,1,0,70,1,1,1,1,1,1,1,1,1,2,1,1,92.2,6474.45,0
4826-DXMUP,1,0,0,1,35,1,0,1,0,0,0,1,1,1,1,1,0,72.1,2495.15,0
7285-KLOTR,0,0,1,0,12,1,1,1,1,0,1,0,1,1,1,0,0,78.85,876.75,0
0654-PQKDW,0,0,1,1,62,1,0,1,1,0,1,1,1,0,1,1,1,70.75,4263.45,0
7175-NTIXE,0,0,0,0,25,1,0,1,1,0,0,1,1,1,0,1,1,76.15,1992.95,0
5843-TTHGI,0,0,0,0,18,1,0,1,0,0,1,0,0,0,0,1,0,50.0,892.7,0
1849-RJYIG,0,0,0,0,8,1,0,1,1,0,0,0,1,0,0,1,0,60.0,487.75,0
4061-UKJWL,1,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,45.45,141.7,0
3230-WYKIR,1,0,0,0,18,1,1,1,0,0,1,1,1,1,1,1,1,82.0,1425.45,1
3227-WLKLI,0,0,1,1,65,1,1,1,1,1,1,1,1,1,2,0,1,91.55,5963.95,0
4074-SJFFA,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,54.75,54.75,1
6463-MVYRY,0,1,0,0,57,1,0,1,1,0,1,1,1,0,2,0,1,69.85,4003,0
3969-JQABI,0,0,1,0,58,1,0,1,1,1,0,0,1,0,0,1,1,65.25,3791.6,0
5780-INQIK,0,0,0,0,8,1,0,1,0,0,0,1,0,0,0,0,0,49.4,408.25,0
1265-BCFEO,0,0,1,0,71,1,1,1,0,0,1,1,1,1,2,1,1,80.45,5662.25,0
5837-LXSDN,0,0,1,1,21,1,0,1,0,1,0,0,1,0,1,1,1,58.85,1215.45,0
6384-VMJHP,0,0,0,0,72,1,0,1,1,1,1,1,0,1,2,1,1,73.0,5265.2,0
8198-RKSZG,0,0,1,1,14,1,1,1,0,1,0,1,1,1,0,0,1,80.45,1137.05,0
9297-EONCV,0,0,0,0,72,1,1,1,1,1,1,1,1,1,2,1,1,91.35,6697.2,0
7593-JNWRU,1,0,1,1,6,1,0,1,0,0,0,0,0,0,0,1,1,44.6,260.8,1
7799-DSEWS,1,0,0,0,18,1,0,1,1,0,1,1,1,0,0,1,0,68.35,1299.8,0
8766-PAFNE,1,0,1,0,71,1,0,1,0,1,1,1,1,1,2,1,1,79.1,5564.85,0
5315-CKEQK,1,1,1,1,28,1,1,1,0,0,0,0,0,0,1,1,0,51.0,1381.8,0
0820-FNRNX,1,0,1,1,17,1,1,1,0,1,1,1,0,0,0,1,0,66.7,1077.05,0
9018-PCIOK,0,0,0,0,55,1,0,1,0,1,1,0,0,1,2,1,0,64.75,3617.1,0
2433-KMEAS,1,0,0,0,22,1,1,1,1,0,0,0,0,0,0,1,0,54.45,1127.35,1
8250-ZNGGW,0,1,0,0,5,1,0,1,1,1,0,1,0,0,0,0,1,59.9,287.85,0
5893-PYOLZ,1,0,0,0,56,1,0,1,0,1,1,1,1,1,2,1,1,81.8,4534.45,0
6131-FOYAS,1,0,0,0,35,1,1,1,1,0,1,0,0,0,0,1,0,59.6,2094.9,0
4727-MCYZG,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,55.55,55.55,0
9481-WHGWY,0,0,1,1,70,1,0,1,1,0,0,1,1,1,2,0,1,75.35,5437.75,0
4328-VUFWD,0,0,0,0,39,1,0,1,0,0,0,1,0,1,1,0,0,59.3,2209.15,0
3301-LSLWQ,0,0,0,0,29,1,1,1,1,0,0,0,0,1,0,1,0,66.1,1912.15,0
3166-PNEOF,0,0,0,0,61,1,1,1,1,0,1,1,1,1,2,0,1,86.45,5175.3,0
5639-NTUPK,1,0,0,1,13,1,0,1,1,0,0,0,0,0,0,1,1,52.1,670.65,0
8414-OOEEL,1,0,0,1,66,1,0,1,0,1,1,1,1,1,2,1,1,79.5,5196.1,0
6997-UVGOX,1,0,1,1,71,1,0,1,1,1,1,1,1,1,2,0,1,85.45,6029.9,0
9462-MJUAW,1,0,0,0,4,1,1,1,0,0,0,0,0,0,0,0,0,50.4,206.6,1
7629-WIXZF,0,0,0,0,7,1,0,1,1,0,0,0,0,1,1,1,0,59.1,369.25,0
5445-GLVOT,0,0,0,0,22,1,0,1,1,0,0,0,0,0,0,1,0,49.8,1049.05,0
0254-KCJGT,1,0,1,0,52,1,1,1,1,1,1,1,0,1,1,1,1,81.4,4354.45,0
6461-SZMCV,0,0,1,0,71,1,1,1,1,1,1,1,1,1,2,0,1,87.95,6365.35,0
1942-OQFRW,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,44.0,44,0
4749-VFKVB,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,50.1,50.1,1
9640-ZSLDC,0,0,1,1,53,1,0,1,0,0,1,0,0,1,1,0,1,60.6,3297,0
7883-ROJOC,0,0,1,0,19,1,0,1,0,0,0,0,0,0,0,0,0,44.9,839.65,0
0244-LGNFY,0,0,1,1,72,1,1,1,1,1,1,1,1,1,2,0,1,92.65,6733,0
4295-YURET,0,1,1,1,56,1,0,1,1,0,0,1,1,1,2,1,1,72.6,4084.35,0
3426-NIYYL,1,0,0,0,15,1,1,1,0,0,0,0,0,0,0,0,0,51.55,765.5,1
3518-PZXZQ,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,55.3,55.3,0
2351-BKRZW,0,0,1,1,43,1,0,1,1,0,1,0,1,1,2,0,1,75.2,3254.35,0
0415-MOSGF,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,44.4,44.4,1
3948-KXDUF,1,0,0,0,66,1,1,1,1,1,1,1,0,0,2,0,1,68.75,4447.55,0
9086-YJYXS,1,0,1,1,34,1,1,1,0,0,1,0,1,1,1,0,1,77.2,2753.8,0
1810-MVMAI,1,0,1,1,30,1,1,1,1,1,1,1,0,0,0,0,0,67.6,2000.2,0
6366-XIVKZ,0,0,1,1,13,1,0,1,1,0,1,0,0,1,0,1,0,63.15,816.8,0
3470-OBUET,0,0,1,1,67,1,1,1,1,1,0,1,1,0,2,0,1,74.0,4868.4,0
9375-MHRRS,1,0,0,0,6,1,0,1,0,0,0,1,0,0,0,0,0,50.05,288.35,0
2634-HCZGT,1,1,1,0,53,1,1,1,1,0,0,1,0,0,1,1,0,60.05,3229.65,1
4404-HIBDJ,0,0,0,0,25,1,0,1,1,1,1,1,1,0,1,0,0,74.3,1863.8,1
7037-MTYVW,1,0,1,1,38,1,1,1,1,0,1,1,1,1,2,1,1,85.4,3297,0
6584-VQMYT,1,0,0,1,27,1,0,1,1,1,0,0,0,0,1,0,0,56.2,1567.55,0
1023-BQXZE,1,0,0,0,57,1,0,1,1,0,1,0,1,1,2,1,1,74.35,4317.35,0
9163-GHAYE,0,0,0,0,15,1,0,1,0,1,0,0,0,0,0,0,0,48.85,736.8,0
5353-WILCI,0,0,0,0,28,1,0,1,1,1,0,0,0,0,0,0,0,56.05,1522.65,0
9372-TXXPS,0,0,1,0,60,1,0,1,1,1,0,1,0,0,2,0,1,59.85,3483.45,0
3259-QMXUN,1,0,1,0,58,1,1,1,1,1,1,0,1,1,2,1,0,86.1,4890.5,0
1575-KRZZE,0,0,0,0,4,1,0,1,1,1,0,0,0,0,0,0,0,55.2,220.65,0
9170-GYZJC,0,0,1,1,41,1,1,1,1,1,1,1,0,1,0,0,1,79.9,3326.2,1
3638-DIMPH,0,0,1,0,13,1,0,1,0,0,0,0,0,0,1,0,0,43.8,592.65,0
1845-ZLLIG,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,50.15,50.15,0
1699-UOTXU,1,0,0,0,60,1,0,1,1,1,1,0,0,0,2,0,0,61.4,3638.25,0
0635-WKOLD,1,0,1,0,40,1,1,1,0,1,0,1,1,0,1,0,1,70.75,2921.75,0
5993-JSUWV,0,0,0,0,66,1,0,1,1,1,1,0,0,0,2,1,1,61.15,4017.45,0
5387-ASZNZ,0,1,0,0,66,1,1,1,1,1,0,1,0,0,1,1,1,63.85,4174.35,0
0541-FITGH,0,0,1,0,2,1,0,1,1,0,0,0,0,1,0,1,0,62.15,113.1,0
7508-KBIMB,1,0,1,1,24,1,0,1,1,0,1,0,0,0,1,1,1,56.25,1454.25,0
1897-OKVMW,0,0,1,1,64,1,1,1,1,1,1,1,1,1,2,1,0,90.6,5817.45,0
5485-ITNPC,1,0,1,0,66,1,0,1,1,1,1,1,1,1,2,1,1,85.9,5595.3,0
4644-PIZRT,1,0,1,1,17,1,1,1,1,0,1,0,1,0,1,1,1,70.35,1201.65,0
2740-TVLFN,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,50.15,50.15,0
7771-CFQRQ,0,0,1,1,47,1,0,1,0,1,0,1,0,1,2,0,1,63.8,3007.25,0
6963-EZQEE,1,1,1,0,70,1,1,1,1,1,1,1,1,1,2,1,1,88.55,6306.5,0
4146-SVFUD,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,44.6,44.6,0
1564-HJUVY,1,0,0,0,4,1,0,1,0,1,0,1,1,0,0,1,1,63.75,226.2,0
4003-OCTMP,0,0,1,0,31,1,0,1,1,0,0,1,0,1,1,1,0,64.0,1910.75,0
6652-YFFJO,0,0,0,0,11,1,0,1,0,0,0,0,1,1,0,1,0,64.9,716.1,0
5248-RPYWW,0,1,1,1,72,1,1,1,1,1,1,1,1,1,2,1,1,90.15,6716.45,0
5696-QURRL,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,45.05,45.05,1
7854-EDSSA,1,0,0,0,22,1,1,1,1,1,0,0,0,0,0,0,0,59.0,1254.7,1
8869-TORSS,0,0,0,0,48,1,0,1,1,0,1,1,0,0,1,1,1,60.35,2896.4,1
7742-MYPGI,0,0,1,1,6,1,0,1,0,0,0,1,0,0,0,1,0,48.8,297.35,0
9619-GSATL,0,0,0,0,43,1,0,1,0,1,0,1,0,0,1,0,0,55.45,2444.25,0
0484-FFVBJ,1,0,0,0,32,1,0,1,0,0,0,0,1,1,1,1,1,64.85,2010.95,0
9453-PATOS,0,0,1,0,72,1,0,1,1,1,1,1,1,1,2,0,0,85.1,6155.4,0
9435-JMLSX,1,0,1,0,71,1,0,1,1,1,1,1,1,1,2,1,1,86.1,6045.9,0
3489-VSFRD,0,0,0,0,56,1,0,1,1,0,1,1,0,0,1,1,1,60.25,3282.75,0
5815-HGGHV,1,0,1,0,20,1,0,1,1,0,0,1,0,1,1,1,0,64.15,1274.45,0
6898-MDLZW,1,0,0,0,12,1,0,1,0,1,0,1,0,0,0,1,0,53.75,648.65,0
9357-UJRUN,1,0,1,0,24,1,1,1,1,0,0,1,0,0,1,1,0,58.35,1346.9,0
9348-ROUAI,0,0,1,1,59,1,1,1,1,1,1,1,1,1,2,0,1,90.3,5194.05,0
3043-TYBNO,1,0,0,0,3,1,0,1,0,0,0,1,0,1,0,0,0,60.65,196.9,0
8996-ZROXE,1,1,0,0,57,1,0,1,0,0,1,1,0,0,1,1,0,53.5,3035.8,0
4674-HGNUA,1,0,1,1,71,1,1,1,1,1,1,1,1,1,2,0,1,89.9,6457.15,0
6620-JDYNW,0,0,0,0,18,1,1,1,1,0,1,0,0,0,0,1,0,60.6,1156.35,0
9513-DXHDA,1,0,0,0,27,1,0,1,1,0,1,1,1,1,1,0,0,81.7,2212.55,0
2160-GPFXD,1,0,1,1,54,1,1,1,1,1,0,1,0,0,2,1,1,65.65,3566.7,0
2065-MMKGR,0,0,0,0,29,1,1,1,0,0,0,0,1,1,1,1,1,71.0,2080.1,0
1498-NHTLT,1,0,1,1,59,1,0,1,1,1,1,1,1,1,2,1,0,86.75,5186,0
4484-CGXFK,0,0,0,0,3,1,0,1,0,0,0,0,0,1,0,1,0,55.3,196.15,1
1402-PTHGN,0,0,1,1,18,1,0,1,1,1,0,1,0,0,1,1,0,61.5,1087.45,0
6214-EDAKZ,0,0,1,1,22,1,0,1,0,1,0,1,0,0,0,0,0,55.15,1206.05,1
0238-WHBIQ,1,0,1,1,72,1,1,1,1,1,1,1,1,1,2,0,1,89.7,6339.3,0
1208-DNHLN,1,0,1,1,23,1,1,1,0,0,0,0,0,0,1,1,1,48.35,1067.15,1
1406-PUQVY,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,49.9,49.9,0
5692-FPTAH,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,45.4,45.4,1
9114-AAFQH,0,0,1,0,48,1,0,1,0,1,1,0,0,1,1,1,0,65.65,3094.65,0
1728-BQDMA,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,44.45,82.7,0
5117-ZSMHQ,0,0,1,1,71,1,1,1,1,1,1,1,1,1,2,0,1,89.9,6342.7,0
5151-HQRDG,1,0,1,0,37,1,1,1,1,0,0,0,0,0,0,1,0,55.05,2030.75,0
0263-FJTQO,1,0,1,1,50,1,1,1,1,0,0,1,1,0,2,1,1,70.5,3486.65,0
2858-MOFSQ,0,0,0,1,17,1,1,1,0,0,1,0,0,0,1,1,0,55.85,937.5,1
5133-POWUA,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,45.8,45.8,0
9224-VTYID,1,0,1,1,47,1,1,1,1,1,1,1,1,1,2,1,0,90.5,4318.35,0
9500-IWPXQ,0,0,1,1,61,1,1,1,1,1,1,1,0,1,1,1,0,79.4,4820.55,0
4504-YOULA,0,0,1,1,35,1,1,1,1,1,0,0,0,0,0,1,1,59.45,2136.9,0
4250-FDVOU,0,0,0,0,6,1,0,1,1,1,0,0,0,0,0,0,0,56.25,389.1,1
7284-ZZLOH,1,0,1,0,45,1,0,1,1,0,1,0,0,0,2,0,1,53.3,2296.25,0
2141-RRYGO,0,0,0,0,4,1,0,1,0,1,0,0,1,1,0,1,1,68.65,261.25,1
3401-URHDA,1,0,0,0,51,1,1,1,1,0,0,1,0,0,1,0,1,59.9,3043.6,0
5751-USDBL,1,0,1,1,46,1,0,1,1,0,1,1,1,1,2,0,0,81.0,3846.35,0
5680-LQOGP,0,0,0,0,68,1,0,1,1,1,1,1,1,1,2,1,1,82.45,5646.6,0
2386-LAHRK,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,53.5,53.5,1
9931-DCEZH,1,0,0,1,28,1,0,1,0,1,0,1,0,0,1,1,1,54.4,1516.6,0
1898-JSNDC,0,0,0,0,39,1,0,1,0,1,0,0,1,0,1,1,1,58.6,2224.5,0
0516-WJVXC,0,0,0,0,5,1,0,1,1,0,0,1,0,0,0,0,0,54.2,308.25,1
4429-WYGFR,1,0,0,0,26,1,0,1,0,0,0,1,0,0,0,0,1,49.15,1237.3,0
0867-LDTTC,1,0,0,0,5,1,0,1,0,0,1,1,1,1,0,0,1,75.15,392.65,0
8679-JOEVF,0,1,0,0,16,1,0,1,0,0,0,1,1,0,0,0,0,59.4,1023.9,1
3889-VWBID,1,0,1,1,68,1,0,1,1,1,0,1,1,1,2,0,1,82.85,5776.45,0
